timestamp,cell_id,ue_id,issue_domain,event_type,result,cause,rsrp,sinr,cqi,target_cell,source_cell,dl_tp,prb_util,severity,alarm_name,module,event_code,message,details,beam_id,beam_health_score,beam_switch_rate
,XYZ407,UE10135,handover,PREP_FAILURE,FAIL,,-85,10,,,XYZ407,,,,,,,,,,,
,XYZ401,UE10406,handover,SUCCESS,SUCCESS,,-98,22,,,XYZ401,,,,,,,,,,,
,XYZ409,UE10507,handover,PREP_FAILURE,FAIL,,-88,-4,,,XYZ409,,,,,,,,,,,
,XYZ401,UE10361,handover,PREP_FAILURE,FAIL,,-93,-10,,,XYZ401,,,,,,,,,,,
,XYZ405,UE10380,handover,SUCCESS,SUCCESS,,-84,-8,,,XYZ405,,,,,,,,,,,
,XYZ407,UE10880,handover,SUCCESS,SUCCESS,,-80,4,,,XYZ407,,,,,,,,,,,
,XYZ403,UE10575,handover,SUCCESS,SUCCESS,,-104,20,,,XYZ403,,,,,,,,,,,
,XYZ409,UE10634,handover,SUCCESS,SUCCESS,,-101,5,,,XYZ409,,,,,,,,,,,
,XYZ408,UE10253,handover,SUCCESS,SUCCESS,,-108,-1,,,XYZ408,,,,,,,,,,,
,XYZ403,UE10476,handover,WRONG_CELL,FAIL,,-120,18,,,XYZ403,,,,,,,,,,,
,XYZ405,UE10113,handover,SUCCESS,SUCCESS,,-108,-5,,,XYZ405,,,,,,,,,,,
,XYZ407,UE10019,handover,SUCCESS,SUCCESS,,-110,18,,,XYZ407,,,,,,,,,,,
,XYZ404,UE10527,handover,SUCCESS,SUCCESS,,-111,6,,,XYZ404,,,,,,,,,,,
,XYZ405,UE10144,handover,SUCCESS,SUCCESS,,-78,11,,,XYZ405,,,,,,,,,,,
,XYZ403,UE10207,handover,WRONG_CELL,FAIL,,-118,13,,,XYZ403,,,,,,,,,,,
,XYZ409,UE10530,handover,SUCCESS,SUCCESS,,-113,6,,,XYZ409,,,,,,,,,,,
,XYZ410,UE10375,handover,SUCCESS,SUCCESS,,-83,10,,,XYZ410,,,,,,,,,,,
,XYZ409,UE10503,handover,WRONG_CELL,FAIL,,-119,0,,,XYZ409,,,,,,,,,,,
,XYZ407,UE10903,handover,SUCCESS,SUCCESS,,-109,-4,,,XYZ407,,,,,,,,,,,
,XYZ410,UE10165,handover,TOO_LATE_HO,FAIL,,-76,-6,,,XYZ410,,,,,,,,,,,
,XYZ402,UE10549,handover,SUCCESS,SUCCESS,,-94,10,,,XYZ402,,,,,,,,,,,
,XYZ407,UE10180,handover,SUCCESS,SUCCESS,,-104,7,,,XYZ407,,,,,,,,,,,
,XYZ407,UE10860,handover,SUCCESS,SUCCESS,,-113,24,,,XYZ407,,,,,,,,,,,
,XYZ405,UE10616,handover,SUCCESS,SUCCESS,,-79,9,,,XYZ405,,,,,,,,,,,
,XYZ409,UE10611,handover,SUCCESS,SUCCESS,,-103,4,,,XYZ409,,,,,,,,,,,
,XYZ403,UE10601,handover,SUCCESS,SUCCESS,,-97,-6,,,XYZ403,,,,,,,,,,,
,XYZ404,UE10926,handover,SUCCESS,SUCCESS,,-104,2,,,XYZ404,,,,,,,,,,,
,XYZ401,UE10811,handover,XN_FAILURE,FAIL,,-125,1,,,XYZ401,,,,,,,,,,,
,XYZ406,UE10443,handover,SUCCESS,SUCCESS,,-97,10,,,XYZ406,,,,,,,,,,,
,XYZ404,UE10331,handover,SUCCESS,SUCCESS,,-78,-5,,,XYZ404,,,,,,,,,,,
,XYZ401,UE10502,handover,XN_FAILURE,FAIL,,-121,-4,,,XYZ401,,,,,,,,,,,
,XYZ402,UE10912,handover,TOO_EARLY_HO,FAIL,,-91,15,,,XYZ402,,,,,,,,,,,
,XYZ403,UE10078,handover,WRONG_CELL,FAIL,,-116,-3,,,XYZ403,,,,,,,,,,,
,XYZ409,UE10584,handover,SUCCESS,SUCCESS,,-107,-2,,,XYZ409,,,,,,,,,,,
,XYZ408,UE10934,handover,TOO_EARLY_HO,FAIL,,-89,16,,,XYZ408,,,,,,,,,,,
,XYZ407,UE10937,handover,WRONG_CELL,FAIL,,-119,-7,,,XYZ407,,,,,,,,,,,
,XYZ404,UE10687,handover,SUCCESS,SUCCESS,,-80,10,,,XYZ404,,,,,,,,,,,
,XYZ401,UE10395,handover,PREP_FAILURE,FAIL,,-91,20,,,XYZ401,,,,,,,,,,,
,XYZ408,UE10607,handover,TOO_LATE_HO,FAIL,,-81,10,,,XYZ408,,,,,,,,,,,
,XYZ404,UE10856,handover,PING_PONG,FAIL,,-113,14,,,XYZ404,,,,,,,,,,,
,XYZ403,UE10102,handover,PING_PONG,FAIL,,-116,4,,,XYZ403,,,,,,,,,,,
,XYZ409,UE10401,handover,WRONG_CELL,FAIL,,-124,24,,,XYZ409,,,,,,,,,,,
,XYZ410,UE10974,handover,WRONG_CELL,FAIL,,-120,17,,,XYZ410,,,,,,,,,,,
,XYZ404,UE10223,handover,WRONG_CELL,FAIL,,-118,3,,,XYZ404,,,,,,,,,,,
,XYZ404,UE10517,handover,SUCCESS,SUCCESS,,-90,-7,,,XYZ404,,,,,,,,,,,
,XYZ409,UE10633,handover,XN_FAILURE,FAIL,,-101,9,,,XYZ409,,,,,,,,,,,
,XYZ402,UE10235,handover,TOO_EARLY_HO,FAIL,,-82,23,,,XYZ402,,,,,,,,,,,
,XYZ405,UE10426,handover,PING_PONG,FAIL,,-79,1,,,XYZ405,,,,,,,,,,,
,XYZ404,UE10115,handover,PREP_FAILURE,FAIL,,-86,22,,,XYZ404,,,,,,,,,,,
,XYZ409,UE10162,handover,TOO_LATE_HO,FAIL,,-119,13,,,XYZ409,,,,,,,,,,,
,XYZ405,UE10225,handover,XN_FAILURE,FAIL,,-80,9,,,XYZ405,,,,,,,,,,,
,XYZ409,UE10229,handover,SUCCESS,SUCCESS,,-103,-6,,,XYZ409,,,,,,,,,,,
,XYZ409,UE10181,handover,SUCCESS,SUCCESS,,-107,19,,,XYZ409,,,,,,,,,,,
,XYZ402,UE10248,handover,TOO_EARLY_HO,FAIL,,-80,13,,,XYZ402,,,,,,,,,,,
,XYZ409,UE10317,handover,SUCCESS,SUCCESS,,-104,-4,,,XYZ409,,,,,,,,,,,
,XYZ403,UE10964,handover,SUCCESS,SUCCESS,,-113,5,,,XYZ403,,,,,,,,,,,
,XYZ404,UE10209,handover,PREP_FAILURE,FAIL,,-105,4,,,XYZ404,,,,,,,,,,,
,XYZ401,UE10655,handover,XN_FAILURE,FAIL,,-125,12,,,XYZ401,,,,,,,,,,,
,XYZ401,UE10391,handover,SUCCESS,SUCCESS,,-107,1,,,XYZ401,,,,,,,,,,,
,XYZ401,UE10856,handover,TOO_EARLY_HO,FAIL,,-93,18,,,XYZ401,,,,,,,,,,,
,XYZ409,UE10095,handover,WRONG_CELL,FAIL,,-122,4,,,XYZ409,,,,,,,,,,,
,XYZ408,UE10893,handover,TOO_EARLY_HO,FAIL,,-84,18,,,XYZ408,,,,,,,,,,,
,XYZ405,UE10857,handover,WRONG_CELL,FAIL,,-123,10,,,XYZ405,,,,,,,,,,,
,XYZ405,UE10755,handover,SUCCESS,SUCCESS,,-99,4,,,XYZ405,,,,,,,,,,,
,XYZ409,UE10085,handover,SUCCESS,SUCCESS,,-85,3,,,XYZ409,,,,,,,,,,,
,XYZ403,UE10414,handover,SUCCESS,SUCCESS,,-91,5,,,XYZ403,,,,,,,,,,,
,XYZ403,UE10393,handover,SUCCESS,SUCCESS,,-98,4,,,XYZ403,,,,,,,,,,,
,XYZ407,UE10695,handover,WRONG_CELL,FAIL,,-120,-7,,,XYZ407,,,,,,,,,,,
,XYZ409,UE10632,handover,WRONG_CELL,FAIL,,-120,16,,,XYZ409,,,,,,,,,,,
,XYZ406,UE10843,handover,SUCCESS,SUCCESS,,-82,12,,,XYZ406,,,,,,,,,,,
,XYZ402,UE10500,handover,SUCCESS,SUCCESS,,-103,18,,,XYZ402,,,,,,,,,,,
,XYZ401,UE10603,handover,TOO_LATE_HO,FAIL,,-93,-2,,,XYZ401,,,,,,,,,,,
,XYZ402,UE10581,handover,SUCCESS,SUCCESS,,-110,-4,,,XYZ402,,,,,,,,,,,
,XYZ401,UE10915,handover,SUCCESS,SUCCESS,,-102,-7,,,XYZ401,,,,,,,,,,,
,XYZ410,UE10132,handover,WRONG_CELL,FAIL,,-121,-6,,,XYZ410,,,,,,,,,,,
,XYZ410,UE10790,handover,SUCCESS,SUCCESS,,-85,-6,,,XYZ410,,,,,,,,,,,
,XYZ409,UE10648,handover,PING_PONG,FAIL,,-84,0,,,XYZ409,,,,,,,,,,,
,XYZ410,UE10313,handover,SUCCESS,SUCCESS,,-113,17,,,XYZ410,,,,,,,,,,,
,XYZ408,UE10698,handover,SUCCESS,SUCCESS,,-79,5,,,XYZ408,,,,,,,,,,,
,XYZ407,UE10220,handover,SUCCESS,SUCCESS,,-114,19,,,XYZ407,,,,,,,,,,,
,XYZ403,UE10975,handover,WRONG_CELL,FAIL,,-121,-7,,,XYZ403,,,,,,,,,,,
,XYZ408,UE10437,handover,SUCCESS,SUCCESS,,-89,-9,,,XYZ408,,,,,,,,,,,
,XYZ402,UE10045,handover,SUCCESS,SUCCESS,,-95,-8,,,XYZ402,,,,,,,,,,,
,XYZ402,UE10789,handover,SUCCESS,SUCCESS,,-98,10,,,XYZ402,,,,,,,,,,,
,XYZ410,UE10191,handover,SUCCESS,SUCCESS,,-98,-5,,,XYZ410,,,,,,,,,,,
,XYZ403,UE10519,handover,SUCCESS,SUCCESS,,-96,7,,,XYZ403,,,,,,,,,,,
,XYZ407,UE10378,handover,SUCCESS,SUCCESS,,-108,-6,,,XYZ407,,,,,,,,,,,
,XYZ401,UE10787,handover,SUCCESS,SUCCESS,,-82,-2,,,XYZ401,,,,,,,,,,,
,XYZ408,UE10690,handover,SUCCESS,SUCCESS,,-99,9,,,XYZ408,,,,,,,,,,,
,XYZ407,UE10333,handover,TOO_EARLY_HO,FAIL,,-91,17,,,XYZ407,,,,,,,,,,,
,XYZ404,UE10038,handover,SUCCESS,SUCCESS,,-100,15,,,XYZ404,,,,,,,,,,,
,XYZ405,UE10292,handover,SUCCESS,SUCCESS,,-87,7,,,XYZ405,,,,,,,,,,,
,XYZ410,UE10689,handover,SUCCESS,SUCCESS,,-77,8,,,XYZ410,,,,,,,,,,,
,XYZ401,UE10161,handover,SUCCESS,SUCCESS,,-108,-8,,,XYZ401,,,,,,,,,,,
,XYZ404,UE10330,handover,SUCCESS,SUCCESS,,-93,-2,,,XYZ404,,,,,,,,,,,
,XYZ401,UE10885,handover,PING_PONG,FAIL,,-101,20,,,XYZ401,,,,,,,,,,,
,XYZ401,UE10103,handover,SUCCESS,SUCCESS,,-95,6,,,XYZ401,,,,,,,,,,,
,XYZ410,UE10160,handover,SUCCESS,SUCCESS,,-89,12,,,XYZ410,,,,,,,,,,,
,XYZ401,UE10798,handover,WRONG_CELL,FAIL,,-124,23,,,XYZ401,,,,,,,,,,,
,XYZ407,UE10634,handover,XN_FAILURE,FAIL,,-93,-6,,,XYZ407,,,,,,,,,,,
,XYZ407,UE10053,handover,SUCCESS,SUCCESS,,-87,4,,,XYZ407,,,,,,,,,,,
,XYZ404,UE10939,handover,TOO_LATE_HO,FAIL,,-83,-8,,,XYZ404,,,,,,,,,,,
,XYZ402,UE10033,handover,PING_PONG,FAIL,,-83,8,,,XYZ402,,,,,,,,,,,
,XYZ403,UE10241,handover,TOO_EARLY_HO,FAIL,,-94,17,,,XYZ403,,,,,,,,,,,
,XYZ408,UE10966,handover,PING_PONG,FAIL,,-108,-8,,,XYZ408,,,,,,,,,,,
,XYZ408,UE10889,handover,SUCCESS,SUCCESS,,-109,-7,,,XYZ408,,,,,,,,,,,
,XYZ406,UE10112,handover,PREP_FAILURE,FAIL,,-92,13,,,XYZ406,,,,,,,,,,,
,XYZ410,UE10317,handover,TOO_EARLY_HO,FAIL,,-87,20,,,XYZ410,,,,,,,,,,,
,XYZ409,UE10022,handover,WRONG_CELL,FAIL,,-119,0,,,XYZ409,,,,,,,,,,,
,XYZ409,UE10557,handover,SUCCESS,SUCCESS,,-84,-10,,,XYZ409,,,,,,,,,,,
,XYZ404,UE10823,handover,SUCCESS,SUCCESS,,-91,-2,,,XYZ404,,,,,,,,,,,
,XYZ401,UE10646,handover,SUCCESS,SUCCESS,,-96,6,,,XYZ401,,,,,,,,,,,
,XYZ401,UE10117,handover,SUCCESS,SUCCESS,,-114,-10,,,XYZ401,,,,,,,,,,,
,XYZ410,UE10984,handover,SUCCESS,SUCCESS,,-91,-8,,,XYZ410,,,,,,,,,,,
,XYZ405,UE10700,handover,SUCCESS,SUCCESS,,-115,15,,,XYZ405,,,,,,,,,,,
,XYZ402,UE10642,handover,TOO_EARLY_HO,FAIL,,-82,20,,,XYZ402,,,,,,,,,,,
,XYZ406,UE10933,handover,WRONG_CELL,FAIL,,-122,15,,,XYZ406,,,,,,,,,,,
,XYZ407,UE10211,handover,SUCCESS,SUCCESS,,-101,12,,,XYZ407,,,,,,,,,,,
,XYZ401,UE10417,handover,TOO_EARLY_HO,FAIL,,-78,19,,,XYZ401,,,,,,,,,,,
,XYZ406,UE10112,handover,SUCCESS,SUCCESS,,-94,-1,,,XYZ406,,,,,,,,,,,
,XYZ408,UE10043,handover,SUCCESS,SUCCESS,,-106,-3,,,XYZ408,,,,,,,,,,,
,XYZ405,UE10127,handover,TOO_EARLY_HO,FAIL,,-76,14,,,XYZ405,,,,,,,,,,,
,XYZ407,UE10875,handover,TOO_LATE_HO,FAIL,,-95,11,,,XYZ407,,,,,,,,,,,
,XYZ410,UE10157,handover,WRONG_CELL,FAIL,,-122,4,,,XYZ410,,,,,,,,,,,
,XYZ406,UE10784,handover,PING_PONG,FAIL,,-88,-1,,,XYZ406,,,,,,,,,,,
,XYZ404,UE10826,handover,SUCCESS,SUCCESS,,-79,9,,,XYZ404,,,,,,,,,,,
,XYZ407,UE10393,handover,WRONG_CELL,FAIL,,-125,12,,,XYZ407,,,,,,,,,,,
,XYZ410,UE10866,handover,WRONG_CELL,FAIL,,-123,-10,,,XYZ410,,,,,,,,,,,
,XYZ409,UE10851,handover,PREP_FAILURE,FAIL,,-89,-9,,,XYZ409,,,,,,,,,,,
,XYZ410,UE10511,handover,SUCCESS,SUCCESS,,-104,8,,,XYZ410,,,,,,,,,,,
,XYZ410,UE10913,handover,SUCCESS,SUCCESS,,-109,3,,,XYZ410,,,,,,,,,,,
,XYZ407,UE10044,handover,SUCCESS,SUCCESS,,-112,-3,,,XYZ407,,,,,,,,,,,
,XYZ405,UE10107,handover,SUCCESS,SUCCESS,,-85,1,,,XYZ405,,,,,,,,,,,
,XYZ407,UE10218,handover,PREP_FAILURE,FAIL,,-91,15,,,XYZ407,,,,,,,,,,,
,XYZ403,UE10442,handover,SUCCESS,SUCCESS,,-113,16,,,XYZ403,,,,,,,,,,,
,XYZ402,UE10829,handover,TOO_EARLY_HO,FAIL,,-91,18,,,XYZ402,,,,,,,,,,,
,XYZ405,UE10314,handover,SUCCESS,SUCCESS,,-83,4,,,XYZ405,,,,,,,,,,,
,XYZ404,UE10176,handover,WRONG_CELL,FAIL,,-124,-10,,,XYZ404,,,,,,,,,,,
,XYZ405,UE10227,handover,TOO_EARLY_HO,FAIL,,-79,17,,,XYZ405,,,,,,,,,,,
,XYZ408,UE10702,handover,SUCCESS,SUCCESS,,-113,-8,,,XYZ408,,,,,,,,,,,
,XYZ404,UE10982,handover,XN_FAILURE,FAIL,,-110,7,,,XYZ404,,,,,,,,,,,
,XYZ409,UE10671,handover,SUCCESS,SUCCESS,,-108,23,,,XYZ409,,,,,,,,,,,
,XYZ407,UE10905,handover,PREP_FAILURE,FAIL,,-119,21,,,XYZ407,,,,,,,,,,,
,XYZ410,UE10266,handover,TOO_EARLY_HO,FAIL,,-81,18,,,XYZ410,,,,,,,,,,,
,XYZ407,UE10869,handover,TOO_EARLY_HO,FAIL,,-90,14,,,XYZ407,,,,,,,,,,,
,XYZ408,UE10837,handover,TOO_EARLY_HO,FAIL,,-85,15,,,XYZ408,,,,,,,,,,,
,XYZ406,UE10378,handover,SUCCESS,SUCCESS,,-96,-3,,,XYZ406,,,,,,,,,,,
,XYZ408,UE10488,handover,SUCCESS,SUCCESS,,-84,8,,,XYZ408,,,,,,,,,,,
,XYZ403,UE10701,handover,SUCCESS,SUCCESS,,-85,11,,,XYZ403,,,,,,,,,,,
,XYZ410,UE10686,handover,WRONG_CELL,FAIL,,-119,18,,,XYZ410,,,,,,,,,,,
,XYZ410,UE10289,handover,SUCCESS,SUCCESS,,-111,22,,,XYZ410,,,,,,,,,,,
,XYZ401,UE10995,handover,TOO_EARLY_HO,FAIL,,-86,24,,,XYZ401,,,,,,,,,,,
,XYZ406,UE10356,handover,SUCCESS,SUCCESS,,-107,-8,,,XYZ406,,,,,,,,,,,
,XYZ401,UE10656,handover,SUCCESS,SUCCESS,,-83,8,,,XYZ401,,,,,,,,,,,
,XYZ409,UE10743,handover,SUCCESS,SUCCESS,,-89,-1,,,XYZ409,,,,,,,,,,,
,XYZ402,UE10871,handover,WRONG_CELL,FAIL,,-124,16,,,XYZ402,,,,,,,,,,,
,XYZ402,UE10949,handover,SUCCESS,SUCCESS,,-84,4,,,XYZ402,,,,,,,,,,,
,XYZ407,UE10203,handover,PING_PONG,FAIL,,-78,0,,,XYZ407,,,,,,,,,,,
,XYZ402,UE10212,handover,PREP_FAILURE,FAIL,,-113,15,,,XYZ402,,,,,,,,,,,
,XYZ410,UE10551,handover,TOO_EARLY_HO,FAIL,,-86,13,,,XYZ410,,,,,,,,,,,
,XYZ408,UE10786,handover,SUCCESS,SUCCESS,,-85,2,,,XYZ408,,,,,,,,,,,
,XYZ406,UE10322,handover,TOO_EARLY_HO,FAIL,,-83,21,,,XYZ406,,,,,,,,,,,
,XYZ407,UE10593,handover,SUCCESS,SUCCESS,,-83,-7,,,XYZ407,,,,,,,,,,,
,XYZ407,UE10180,handover,SUCCESS,SUCCESS,,-95,2,,,XYZ407,,,,,,,,,,,
,XYZ406,UE10498,handover,SUCCESS,SUCCESS,,-110,-2,,,XYZ406,,,,,,,,,,,
,XYZ410,UE10319,handover,TOO_EARLY_HO,FAIL,,-84,23,,,XYZ410,,,,,,,,,,,
,XYZ409,UE10082,handover,SUCCESS,SUCCESS,,-82,-4,,,XYZ409,,,,,,,,,,,
,XYZ409,UE10302,handover,WRONG_CELL,FAIL,,-120,-10,,,XYZ409,,,,,,,,,,,
,XYZ407,UE10261,handover,SUCCESS,SUCCESS,,-98,1,,,XYZ407,,,,,,,,,,,
,XYZ409,UE10783,handover,SUCCESS,SUCCESS,,-94,10,,,XYZ409,,,,,,,,,,,
,XYZ410,UE10199,handover,SUCCESS,SUCCESS,,-82,0,,,XYZ410,,,,,,,,,,,
,XYZ403,UE10239,handover,WRONG_CELL,FAIL,,-116,3,,,XYZ403,,,,,,,,,,,
,XYZ403,UE10913,handover,TOO_EARLY_HO,FAIL,,-76,23,,,XYZ403,,,,,,,,,,,
,XYZ401,UE10691,handover,SUCCESS,SUCCESS,,-108,23,,,XYZ401,,,,,,,,,,,
,XYZ405,UE10943,handover,WRONG_CELL,FAIL,,-122,14,,,XYZ405,,,,,,,,,,,
,XYZ404,UE10682,handover,WRONG_CELL,FAIL,,-117,-7,,,XYZ404,,,,,,,,,,,
,XYZ402,UE10294,handover,WRONG_CELL,FAIL,,-119,15,,,XYZ402,,,,,,,,,,,
,XYZ409,UE10511,handover,SUCCESS,SUCCESS,,-76,5,,,XYZ409,,,,,,,,,,,
,XYZ403,UE10688,handover,WRONG_CELL,FAIL,,-118,-1,,,XYZ403,,,,,,,,,,,
,XYZ408,UE10880,handover,PREP_FAILURE,FAIL,,-83,-9,,,XYZ408,,,,,,,,,,,
,XYZ406,UE10395,handover,WRONG_CELL,FAIL,,-119,24,,,XYZ406,,,,,,,,,,,
,XYZ405,UE10748,handover,SUCCESS,SUCCESS,,-85,8,,,XYZ405,,,,,,,,,,,
,XYZ401,UE10137,handover,SUCCESS,SUCCESS,,-86,-5,,,XYZ401,,,,,,,,,,,
,XYZ404,UE10838,handover,WRONG_CELL,FAIL,,-123,8,,,XYZ404,,,,,,,,,,,
,XYZ403,UE10877,handover,SUCCESS,SUCCESS,,-109,-3,,,XYZ403,,,,,,,,,,,
,XYZ401,UE10822,handover,PING_PONG,FAIL,,-124,3,,,XYZ401,,,,,,,,,,,
,XYZ405,UE10128,handover,SUCCESS,SUCCESS,,-111,-1,,,XYZ405,,,,,,,,,,,
,XYZ406,UE10048,handover,TOO_LATE_HO,FAIL,,-80,-8,,,XYZ406,,,,,,,,,,,
,XYZ402,UE10675,handover,XN_FAILURE,FAIL,,-97,18,,,XYZ402,,,,,,,,,,,
,XYZ403,UE10788,handover,SUCCESS,SUCCESS,,-76,4,,,XYZ403,,,,,,,,,,,
,XYZ406,UE10292,handover,PING_PONG,FAIL,,-78,12,,,XYZ406,,,,,,,,,,,
,XYZ404,UE10627,handover,SUCCESS,SUCCESS,,-104,12,,,XYZ404,,,,,,,,,,,
,XYZ409,UE10535,handover,WRONG_CELL,FAIL,,-122,7,,,XYZ409,,,,,,,,,,,
,XYZ405,UE10310,handover,WRONG_CELL,FAIL,,-120,8,,,XYZ405,,,,,,,,,,,
,XYZ404,UE10536,handover,TOO_EARLY_HO,FAIL,,-88,17,,,XYZ404,,,,,,,,,,,
,XYZ402,UE10902,handover,SUCCESS,SUCCESS,,-100,15,,,XYZ402,,,,,,,,,,,
,XYZ406,UE10638,handover,SUCCESS,SUCCESS,,-115,-1,,,XYZ406,,,,,,,,,,,
,XYZ410,UE10233,handover,SUCCESS,SUCCESS,,-100,-7,,,XYZ410,,,,,,,,,,,
,XYZ402,UE10208,handover,SUCCESS,SUCCESS,,-109,-9,,,XYZ402,,,,,,,,,,,
,XYZ407,UE10604,handover,SUCCESS,SUCCESS,,-102,-8,,,XYZ407,,,,,,,,,,,
,XYZ403,UE10093,handover,XN_FAILURE,FAIL,,-98,-4,,,XYZ403,,,,,,,,,,,
,XYZ409,UE10326,handover,SUCCESS,SUCCESS,,-91,5,,,XYZ409,,,,,,,,,,,
,XYZ405,UE10224,handover,SUCCESS,SUCCESS,,-95,20,,,XYZ405,,,,,,,,,,,
,XYZ408,UE10966,handover,SUCCESS,SUCCESS,,-113,-1,,,XYZ408,,,,,,,,,,,
,XYZ406,UE10889,handover,SUCCESS,SUCCESS,,-91,8,,,XYZ406,,,,,,,,,,,
,XYZ410,UE10791,handover,SUCCESS,SUCCESS,,-110,17,,,XYZ410,,,,,,,,,,,
,XYZ408,UE10010,handover,SUCCESS,SUCCESS,,-111,6,,,XYZ408,,,,,,,,,,,
,XYZ403,UE10328,handover,TOO_EARLY_HO,FAIL,,-83,17,,,XYZ403,,,,,,,,,,,
,XYZ403,UE10011,handover,SUCCESS,SUCCESS,,-108,8,,,XYZ403,,,,,,,,,,,
,XYZ405,UE10034,handover,PING_PONG,FAIL,,-79,12,,,XYZ405,,,,,,,,,,,
,XYZ410,UE10446,handover,SUCCESS,SUCCESS,,-89,9,,,XYZ410,,,,,,,,,,,
,XYZ403,UE10451,handover,SUCCESS,SUCCESS,,-78,2,,,XYZ403,,,,,,,,,,,
,XYZ408,UE10739,handover,SUCCESS,SUCCESS,,-78,2,,,XYZ408,,,,,,,,,,,
,XYZ410,UE10219,handover,SUCCESS,SUCCESS,,-77,0,,,XYZ410,,,,,,,,,,,
,XYZ408,UE10440,handover,SUCCESS,SUCCESS,,-85,4,,,XYZ408,,,,,,,,,,,
,XYZ402,UE10652,handover,SUCCESS,SUCCESS,,-99,6,,,XYZ402,,,,,,,,,,,
,XYZ404,UE10534,handover,TOO_EARLY_HO,FAIL,,-91,17,,,XYZ404,,,,,,,,,,,
,XYZ410,UE10594,handover,SUCCESS,SUCCESS,,-81,8,,,XYZ410,,,,,,,,,,,
,XYZ401,UE10228,handover,SUCCESS,SUCCESS,,-91,-7,,,XYZ401,,,,,,,,,,,
,XYZ404,UE10934,handover,SUCCESS,SUCCESS,,-98,11,,,XYZ404,,,,,,,,,,,
,XYZ404,UE10343,handover,SUCCESS,SUCCESS,,-87,11,,,XYZ404,,,,,,,,,,,
,XYZ410,UE10079,handover,TOO_EARLY_HO,FAIL,,-88,23,,,XYZ410,,,,,,,,,,,
,XYZ409,UE10352,handover,SUCCESS,SUCCESS,,-117,22,,,XYZ409,,,,,,,,,,,
,XYZ403,UE10395,handover,SUCCESS,SUCCESS,,-114,22,,,XYZ403,,,,,,,,,,,
,XYZ402,UE10289,handover,SUCCESS,SUCCESS,,-111,1,,,XYZ402,,,,,,,,,,,
,XYZ409,UE10454,handover,SUCCESS,SUCCESS,,-105,-9,,,XYZ409,,,,,,,,,,,
,XYZ409,UE10842,handover,TOO_EARLY_HO,FAIL,,-91,17,,,XYZ409,,,,,,,,,,,
,XYZ401,UE10670,handover,SUCCESS,SUCCESS,,-84,-1,,,XYZ401,,,,,,,,,,,
,XYZ406,UE10988,handover,SUCCESS,SUCCESS,,-93,11,,,XYZ406,,,,,,,,,,,
,XYZ410,UE10127,handover,PING_PONG,FAIL,,-107,6,,,XYZ410,,,,,,,,,,,
,XYZ408,UE10701,handover,SUCCESS,SUCCESS,,-103,15,,,XYZ408,,,,,,,,,,,
,XYZ403,UE10908,handover,SUCCESS,SUCCESS,,-113,-8,,,XYZ403,,,,,,,,,,,
,XYZ409,UE10542,handover,PREP_FAILURE,FAIL,,-82,-4,,,XYZ409,,,,,,,,,,,
,XYZ402,UE10897,handover,SUCCESS,SUCCESS,,-125,-3,,,XYZ402,,,,,,,,,,,
,XYZ406,UE10358,handover,SUCCESS,SUCCESS,,-97,9,,,XYZ406,,,,,,,,,,,
,XYZ401,UE10526,handover,SUCCESS,SUCCESS,,-102,1,,,XYZ401,,,,,,,,,,,
,XYZ407,UE10312,handover,SUCCESS,SUCCESS,,-110,24,,,XYZ407,,,,,,,,,,,
,XYZ403,UE10074,handover,SUCCESS,SUCCESS,,-101,6,,,XYZ403,,,,,,,,,,,
,XYZ407,UE10545,handover,SUCCESS,SUCCESS,,-103,17,,,XYZ407,,,,,,,,,,,
,XYZ404,UE10870,handover,SUCCESS,SUCCESS,,-98,-1,,,XYZ404,,,,,,,,,,,
,XYZ409,UE10195,handover,SUCCESS,SUCCESS,,-79,11,,,XYZ409,,,,,,,,,,,
,XYZ405,UE10842,handover,SUCCESS,SUCCESS,,-110,22,,,XYZ405,,,,,,,,,,,
,XYZ403,UE10028,handover,SUCCESS,SUCCESS,,-83,11,,,XYZ403,,,,,,,,,,,
,XYZ408,UE10705,handover,SUCCESS,SUCCESS,,-88,2,,,XYZ408,,,,,,,,,,,
,XYZ406,UE10015,handover,SUCCESS,SUCCESS,,-115,16,,,XYZ406,,,,,,,,,,,
,XYZ402,UE10422,handover,SUCCESS,SUCCESS,,-123,4,,,XYZ402,,,,,,,,,,,
,XYZ403,UE10588,handover,SUCCESS,SUCCESS,,-111,11,,,XYZ403,,,,,,,,,,,
,XYZ408,UE10804,handover,SUCCESS,SUCCESS,,-125,19,,,XYZ408,,,,,,,,,,,
,XYZ410,UE10592,handover,SUCCESS,SUCCESS,,-119,23,,,XYZ410,,,,,,,,,,,
,XYZ407,UE10404,handover,PING_PONG,FAIL,,-125,23,,,XYZ407,,,,,,,,,,,
,XYZ410,UE10939,handover,TOO_EARLY_HO,FAIL,,-77,24,,,XYZ410,,,,,,,,,,,
,XYZ406,UE10635,handover,SUCCESS,SUCCESS,,-94,8,,,XYZ406,,,,,,,,,,,
,XYZ401,UE10530,handover,SUCCESS,SUCCESS,,-117,-3,,,XYZ401,,,,,,,,,,,
,XYZ409,UE10966,handover,SUCCESS,SUCCESS,,-97,22,,,XYZ409,,,,,,,,,,,
